X,Y,tree_id,flag_id,site_id,plot_id,spp,dist_x,dist_y,status,dbh,height_m,hdm_pa,b_lc,dmr_l,dmr_m,dmr_u,broom_pa,broom_pos,stem_pa,crown_class,dam_agent_1,dam_agent_2,path_ind_1,path_ind_2,crown_cond,notes,dist_m,az_deg,outside_10,assessed_by,tree_type,dmr,dmr_f,ht_corr,Dec,corr_az_deg,tr_az,tr_leng,dist_y_h,plot_x_utm,plot_y_utm,sim_tree,tree_type_2
1249949.48200512,479314.392011915,m318,y108,mk_3,12,Hw,NA,NA,LS,15,NA,Y,N,1,0,0,N,-,N,S,NA,NA,NA,NA,1,NA,3.6,42.2,NA,NA,mature,1,1,NA,15.71678506,57.9,NA,NA,NA,1249946.4323662,479312.478977028,N,mature
1249947.72638126,479312.35437755,m319,y62,mk_3,12,Hw,NA,NA,LS,10.1,NA,N,-,0,0,0,-,-,-,S,NA,NA,1,NA,2,NA,1.3,79.8,NA,NA,mature,0,0,NA,15.71678506,95.5,NA,NA,NA,1249946.4323662,479312.478977028,N,mature
1249951.76087256,479314.503086714,m320,y109,mk_3,12,Hw,NA,NA,LS,10.5,NA,N,-,0,0,0,-,-,-,S,NA,NA,NA,NA,1,NA,5.7,53.5,NA,NA,mature,0,0,NA,15.71678506,69.2,NA,NA,NA,1249946.4323662,479312.478977028,N,mature
1249951.63848138,479313.912980063,m321,y45,mk_3,12,Hw,NA,NA,LS,11.5,NA,Y,N,1,0,0,N,-,N,S,NA,NA,NA,NA,2,NA,5.4,58.9,NA,NA,mature,1,1,NA,15.71678506,74.6,NA,NA,NA,1249946.4323662,479312.478977028,N,mature
1249952.07680366,479313.813265504,m322,y55,mk_3,12,Hw,NA,NA,LS,60,39.3,Y,N,2,1,0,Y,4,N,C,NA,NA,NA,NA,2,NA,5.8,61,NA,NA,mature,3,3,38.3,15.71678506,76.7,NA,NA,NA,1249946.4323662,479312.478977028,N,mature
1249954.72508569,479312.131409102,m323,y66,mk_3,12,Cw,NA,NA,LS,12.7,NA,-,-,NA,NA,NA,-,-,-,S,NA,NA,NA,NA,1,NA,8.3,76.7,NA,NA,mature,NA,-,NA,15.71678506,92.4,NA,NA,NA,1249946.4323662,479312.478977028,N,mature
1249954.31012876,479311.886645086,m324,y27,mk_3,12,Hw,NA,NA,LS,16.2,NA,Y,Y,1,1,0,Y,1,N,S,NA,NA,NA,NA,2,NA,7.9,78.6,NA,NA,mature,2,2,NA,15.71678506,94.3,NA,NA,NA,1249946.4323662,479312.478977028,N,mature
1249951.44162374,479309.759172095,m325,y52,mk_3,12,Hw,NA,NA,SN,17.5,NA,Y,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,-,NA,5.7,102.8,NA,NA,mature,NA,DI,NA,15.71678506,118.5,NA,NA,NA,1249946.4323662,479312.478977028,N,mature
1249950.3057757,479309.644069824,m326,y59,mk_3,12,Hw,NA,NA,SN,14,NA,N,-,NA,NA,NA,-,-,-,-,DRA,NA,NA,NA,-,NA,4.8,110.5,NA,NA,mature,NA,DU,NA,15.71678506,126.2,NA,NA,NA,1249946.4323662,479312.478977028,N,mature
1249949.83239392,479309.68616277,m327,y70,mk_3,12,Hw,NA,NA,RD,26.9,NA,Y,N,2,1,0,Y,4,N,-,DRA,NA,NA,NA,-,NA,4.4,113.7,NA,NA,mature,3,3,NA,15.71678506,129.4,NA,NA,NA,1249946.4323662,479312.478977028,N,mature
1249949.44602714,479310.003528027,m328,y122,mk_3,12,Hw,NA,NA,DS,9.9,NA,Y,-,NA,NA,NA,-,-,-,-,DRA,NA,NA,NA,-,NA,3.9,113.7,NA,NA,mature,NA,DI,NA,15.71678506,129.4,NA,NA,NA,1249946.4323662,479312.478977028,N,mature
1249948.05167425,479309.718933287,m329,y60,mk_3,12,Fd,NA,NA,LS,81.6,NA,-,-,NA,NA,NA,-,-,-,D,NA,NA,NA,NA,1,NA,3.2,133.9,NA,NA,mature,NA,-,NA,15.71678506,149.6,NA,NA,NA,1249946.4323662,479312.478977028,N,mature
1249948.9221363901,479307.351497688,m330,y100,mk_3,12,Hw,NA,NA,RD,13.7,NA,Y,N,1,1,0,N,-,N,-,U,NA,NA,NA,-,NA,5.7,138.4,NA,NA,mature,2,2,NA,15.71678506,154.1,NA,NA,NA,1249946.4323662,479312.478977028,N,mature
1249951.23968696,479304.285097171,m331,y102,mk_3,12,Hw,NA,NA,LS,18.8,NA,Y,N,1,1,0,N,-,N,S,NA,NA,NA,NA,2,NA,9.5,133.9,NA,NA,mature,2,2,NA,15.71678506,149.6,NA,NA,NA,1249946.4323662,479312.478977028,N,mature
1249946.30148146,479307.480690403,m332,y28,mk_3,12,Hw,NA,NA,LS,16.6,NA,Y,Y,2,0,0,N,-,N,S,NA,NA,1,NA,1,NA,5,165.8,NA,NA,mature,2,2,NA,15.71678506,181.5,NA,NA,NA,1249946.4323662,479312.478977028,N,mature
1249946.65187597,479310.390481048,m333,y58,mk_3,12,Hw,NA,NA,SN,10.8,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,-,NA,2.1,158.3,NA,NA,mature,NA,DU,NA,15.71678506,174,NA,NA,NA,1249946.4323662,479312.478977028,N,mature
1249944.7668624,479310.228177819,m334,y23,mk_3,12,Hw,NA,NA,LS,51.6,39.2,Y,N,2,2,1,Y,1,N,C,IB,AX,4,NA,1,NA,2.8,200.8,NA,NA,mature,5,5,38.2,15.71678506,216.5,NA,NA,NA,1249946.4323662,479312.478977028,N,mature
1249943.29648584,479309.685009539,m335,y46,mk_3,12,Hw,NA,NA,RD,9.5,NA,Y,N,1,0,1,N,-,N,-,DRA,NA,NA,NA,-,NA,4.2,212.6,NA,NA,mature,2,2,NA,15.71678506,228.3,NA,NA,NA,1249946.4323662,479312.478977028,N,mature
1249941.8796166,479310.667217918,m336,y129,mk_3,12,Hw,NA,NA,RD,10,NA,Y,N,1,1,1,N,-,N,-,DRA,NA,NA,NA,-,NA,4.9,232.6,NA,NA,mature,3,3,NA,15.71678506,248.3,NA,NA,NA,1249946.4323662,479312.478977028,N,mature
1249939.78256184,479310.292632599,m337,y51,mk_3,12,Hw,NA,NA,LS,19.1,NA,Y,Y,0,0,0,N,-,N,I,NA,NA,NA,NA,1,NA,7,236.1,NA,NA,mature,0,IBLC,NA,15.71678506,251.8,NA,NA,NA,1249946.4323662,479312.478977028,N,mature
1249941.04976026,479312.045902837,m338,y53,mk_3,12,Hw,NA,NA,LS,26,NA,Y,Y,0,1,0,N,-,N,I,NA,NA,NA,NA,1,NA,5.4,249.7,NA,NA,mature,1,1,NA,15.71678506,265.4,NA,NA,NA,1249946.4323662,479312.478977028,N,mature
1249939.06728459,479302.196834492,m339,w25,mk_3,11,Hw,NA,NA,LS,14.4,NA,Y,Y,2,1,0,Y,8,N,S,NA,NA,NA,NA,1,NA,1.9,239.8,NA,NA,mature,3,3,NA,15.71678506,255.5,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249933.45157959,479300.379041963,m340,w118,mk_3,11,Ep,NA,NA,SN,9.5,NA,-,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,-,NA,7.8,237.2,NA,NA,mature,NA,-,NA,15.71678506,252.9,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249937.0507835,479305.69603228703,m341,w107,mk_3,11,Hw,NA,NA,LS,26.5,NA,Y,Y,2,2,1,Y,1,Y,I,NA,NA,7,NA,1,NA,4.9,292.4,NA,NA,mature,5,5,NA,15.71678506,308.1,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249937.10109957,479307.439831381,m342,w101,mk_3,11,Hw,NA,NA,LS,18.6,NA,Y,Y,2,1,0,Y,1,N,S,DS,NA,2,NA,1,NA,6.1,305.7,NA,NA,mature,3,3,NA,15.71678506,321.4,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249937.27885519,479309.007244309,m343,w36,mk_3,11,Hw,NA,NA,LS,24.7,NA,Y,Y,2,1,1,N,-,N,I,NA,NA,NA,NA,1,NA,7.3,314.5,NA,NA,mature,4,4,NA,15.71678506,330.2,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249938.97218604,479311.052139056,m344,w119,mk_3,11,Hw,NA,NA,LS,31.1,NA,Y,Y,1,1,1,N,-,N,I,NA,NA,NA,NA,1,NA,8.6,331.3,NA,NA,mature,3,3,NA,15.71678506,347,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249940.44161134,479308.453873994,m345,w66,mk_3,11,Hw,NA,NA,LS,12.8,NA,Y,Y,2,1,1,N,-,N,S,NA,NA,NA,NA,1,NA,5.8,339.7,NA,NA,mature,4,4,NA,15.71678506,355.4,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249940.75546726,479307.770311786,m346,w13,mk_3,11,Hw,NA,NA,LS,10.7,NA,Y,Y,2,1,1,Y,1,N,S,NA,NA,1,NA,1,NA,5.1,342.6,NA,NA,mature,4,4,NA,15.71678506,358.3,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249941.35333715,479310.660082613,m347,w48,mk_3,11,Hw,NA,NA,LS,21.2,NA,Y,N,2,2,1,N,-,N,I,NA,NA,NA,NA,1,NA,8,347.5,NA,NA,mature,5,5,NA,15.71678506,3.2,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249941.60718388,479310.842587928,m348,w38,mk_3,11,Hw,NA,NA,LS,14.9,NA,Y,Y,2,2,1,N,-,N,S,NA,NA,NA,NA,2,NA,8.2,349.2,NA,NA,mature,5,5,NA,15.71678506,4.9,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249944.28974179,479308.800808188,m349,w62,mk_3,11,Hw,NA,NA,LS,11.6,NA,Y,N,2,2,1,Y,1,N,S,NA,NA,NA,NA,1,NA,7,13.2,NA,NA,mature,5,5,NA,15.71678506,28.9,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249944.88167132,479308.434511079,m350,w68,mk_3,11,Hw,NA,NA,LL,43.4,NA,Y,N,2,2,1,Y,7,N,C,NA,NA,NA,NA,1,NA,7,18.9,NA,NA,mature,5,5,NA,15.71678506,34.6,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249947.37890106,479307.374838518,m351,w60,mk_3,11,Hw,NA,NA,LS,35.1,NA,Y,Y,2,2,2,Y,7,N,I,NA,NA,1,NA,1,NA,8,38.3,NA,NA,mature,6,6,NA,15.71678506,54,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249947.38683036,479306.643545591,m352,w128,mk_3,11,Hw,NA,NA,LS,9.7,NA,Y,N,0,1,2,N,-,N,S,NA,NA,5,NA,2,NA,7.6,42.8,NA,NA,mature,3,3,NA,15.71678506,58.5,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249948.62171471,479305.995138721,m353,w16,mk_3,11,Hw,NA,NA,SN,13,NA,N,-,NA,NA,NA,-,-,-,-,U,NA,NA,NA,-,NA,8.4,51,NA,NA,mature,NA,DU,NA,15.71678506,66.7,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249945.26040247,479306.351665319,m354,w17,mk_3,11,Hw,NA,NA,SN,9.3,NA,Y,-,NA,NA,NA,-,-,-,-,DRA,NA,NA,NA,-,NA,5.7,34.1,NA,NA,mature,NA,DI,NA,15.71678506,49.8,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249945.5274007,479305.836371718,m355,w41,mk_3,11,Hw,NA,NA,LS,11.4,NA,Y,Y,2,0,0,N,-,N,S,NA,NA,1,NA,1,NA,5.6,39.9,NA,NA,mature,2,2,NA,15.71678506,55.6,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249945.53940826,479304.553677815,m356,w37,mk_3,11,Hw,NA,NA,LS,10.1,NA,Y,Y,2,2,1,N,-,N,S,NA,NA,-,NA,1,NA,5,52.2,NA,NA,mature,5,5,NA,15.71678506,67.9,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249945.69790297,479303.699687458,m357,w3,mk_3,11,Hw,NA,NA,LS,10.6,NA,Y,N,2,1,0,N,-,N,S,NA,NA,1,NA,1,NA,4.9,62.2,NA,NA,mature,3,3,NA,15.71678506,77.9,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249947.81917532,479304.293847677,m358,w112,mk_3,11,Fd,NA,NA,LS,68.8,NA,-,-,NA,NA,NA,-,-,-,D,NA,NA,NA,NA,1,NA,7.1,61.1,NA,NA,mature,NA,-,NA,15.71678506,76.8,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249945.49959262,479302.415777576,m359,w4,mk_3,11,Hw,NA,NA,LS,16.9,NA,Y,Y,2,1,0,Y,1,Y,S,NA,NA,NA,NA,1,NA,4.6,77.5,NA,NA,mature,3,3,NA,15.71678506,93.2,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249944.20495082,479302.781968588,m360,w20,mk_3,11,Hw,NA,NA,LS,18.5,NA,Y,Y,1,1,1,Y,3,N,S,NA,NA,NA,NA,1,NA,3.3,72.4,NA,NA,mature,3,3,NA,15.71678506,88.1,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249943.4746177,479301.838210615,m361,w1,mk_3,11,Hw,NA,NA,DS,9.4,NA,Y,-,NA,NA,NA,-,-,-,-,DRA,NA,NA,NA,-,NA,2.7,92.3,NA,NA,mature,NA,DI,NA,15.71678506,108,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249944.1009182,479300.6140653,m362,w109,mk_3,11,Hw,NA,NA,LS,52.5,36.8,Y,N,2,2,2,Y,7,N,C,NA,NA,NA,NA,1,NA,3.8,107.1,NA,NA,mature,6,6,35.8,15.71678506,122.8,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249946.20796278,479298.57532533,m363,w125,mk_3,11,Hw,NA,NA,LS,16.9,NA,Y,Y,1,1,1,Y,8,Y,S,NA,NA,NA,NA,1,NA,6.7,112,NA,NA,mature,3,3,NA,15.71678506,127.7,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249947.66814231,479296.732541488,m364,w51,mk_3,11,Hw,NA,NA,LS,15.9,NA,Y,Y,2,1,0,Y,1,Y,S,NA,NA,NA,NA,1,NA,9,115.6,NA,NA,mature,3,3,NA,15.71678506,131.3,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249942.71058421,479296.84535849,m365,w67,mk_3,11,Hw,NA,NA,LS,14.7,NA,Y,Y,1,1,0,Y,8,N,S,NA,NA,NA,NA,2,NA,6.1,147.1,NA,NA,mature,2,2,NA,15.71678506,162.8,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249941.43911407,479295.592542051,m366,w104,mk_3,11,Hw,NA,NA,SN,29.2,NA,Y,-,NA,NA,NA,-,-,-,-,DRA,NA,NA,NA,-,NA,7.1,160,NA,NA,mature,NA,DI,NA,15.71678506,175.7,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249942.35506305,479294.703087692,m367,w10,mk_3,11,Hw,NA,NA,SN,24.9,NA,N,-,NA,NA,NA,-,-,-,-,U,NA,NA,NA,-,NA,8.1,154,NA,NA,mature,NA,DU,NA,15.71678506,169.7,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249941.54408428,479294.196482864,m368,w792,mk_3,11,Hw,NA,NA,DS,10.7,NA,Y,-,NA,NA,NA,-,-,-,-,DRA,NA,NA,NA,-,NA,8.5,160,NA,NA,mature,NA,DI,NA,15.71678506,175.7,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249939.0020965,479294.081151637,m369,w32,mk_3,11,Hw,NA,NA,LS,51.4,NA,Y,N,2,2,2,Y,7,N,C,NA,NA,NA,NA,1,Broom positon was incorrectly recorded. Guessd it was 7 based off DMR an memory of site.,8.8,176.8,NA,NA,mature,6,6,NA,15.71678506,192.5,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249941.68654387,479292.301831111,m370,w21,mk_3,11,Hw,NA,NA,LS,48.6,NA,Y,Y,2,2,1,Y,4,N,C,NA,NA,NA,NA,1,NA,10.4,160,NA,NA,mature,5,5,NA,15.71678506,175.7,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249939.28491946,479290.984544833,m371,w44,mk_3,11,Cw,NA,NA,LS,29.7,NA,-,-,NA,NA,NA,-,-,-,I,NA,NA,2,4,1,NA,11.8,172.2,NA,NA,mature,NA,-,NA,15.71678506,187.9,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249941.04279569,479300.677187942,m372,w16,mk_3,11,Hw,NA,NA,LS,55.7,40,Y,Y,2,2,2,Y,7,N,C,NA,NA,NA,NA,1,NA,2,160.4,NA,NA,mature,6,6,39,15.71678506,176.1,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249939.81271795,479300.09514291,m373,w64,mk_3,11,Hw,NA,NA,LS,11.6,NA,Y,Y,1,0,0,N,-,N,S,NA,NA,NA,NA,1,NA,2.8,187.3,NA,NA,mature,1,1,NA,15.71678506,203,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249937.92153215,479297.352933937,m374,w115,mk_3,11,Hw,NA,NA,LS,15.8,NA,Y,Y,2,1,0,N,-,N,S,NA,NA,NA,NA,1,NA,6.1,193.6,NA,NA,mature,3,3,NA,15.71678506,209.3,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249936.96775477,479298.692079446,m375,w53,mk_3,11,Hw,NA,NA,LS,12.4,NA,Y,N,2,1,0,Y,1,N,S,NA,NA,NA,NA,1,NA,5.6,209,NA,NA,mature,3,3,NA,15.71678506,224.7,NA,NA,NA,1249940.90676511,479302.672556499,N,mature
1249922.76233728,479280.999123847,m376,y5,mk_3,10,Hw,NA,NA,LS,42.8,NA,Y,Y,2,1,1,N,-,N,C,NA,NA,NA,NA,1,NA,4.2,294,NA,NA,mature,4,4,NA,15.71678506,309.7,NA,NA,NA,1249925.99381542,479278.316299013,N,mature
1249917.56929144,479283.704006863,m377,y105,mk_3,10,Hw,NA,NA,LS,55,36.1,Y,Y,1,2,1,Y,4,N,C,NA,NA,NA,NA,1,NA,10,286.9,NA,NA,mature,4,4,35.1,15.71678506,302.6,NA,NA,NA,1249925.99381542,479278.316299013,N,mature
1249926.26952144,479286.211486546,m378,y64,mk_3,10,Hw,NA,NA,DS,9.4,NA,N,-,NA,NA,NA,-,-,-,-,U,NA,NA,NA,-,NA,7.9,346.3,NA,NA,mature,NA,DU,NA,15.71678506,2,NA,NA,NA,1249925.99381542,479278.316299013,N,mature
1249916.09357884,479276.907286694,m379,y29,mk_3,10,Hw,NA,NA,LS,33.3,NA,Y,Y,1,1,0,Y,1,N,I,NA,NA,7,NA,1,NA,10,246.2,NA,NA,mature,2,2,NA,15.71678506,261.9,NA,NA,NA,1249925.99381542,479278.316299013,N,mature
1249929.71100134,479290.250809007,m380,y35,mk_3,10,Cw,NA,NA,LS,59,NA,-,-,NA,NA,NA,-,-,-,I,IB,AX,NA,NA,1,NA,12.5,1.6,NA,NA,mature,NA,-,NA,15.71678506,17.3,NA,NA,NA,1249925.99381542,479278.316299013,N,mature
1249929.38388898,479289.200572127,m381,y24,mk_3,10,Hw,NA,NA,LS,10.6,NA,N,-,0,0,0,-,-,-,S,NA,NA,NA,NA,2,NA,11.4,1.6,NA,NA,mature,0,0,NA,15.71678506,17.3,NA,NA,NA,1249925.99381542,479278.316299013,N,mature
1249928.56225945,479285.149533624,m382,y68,mk_3,10,Cw,NA,NA,LS,55,NA,-,-,NA,NA,NA,-,-,-,I,NA,NA,NA,NA,1,NA,7.3,4.9,NA,NA,mature,NA,-,NA,15.71678506,20.6,NA,NA,NA,1249925.99381542,479278.316299013,N,mature
1249926.7620788,479282.343676741,m383,y32,mk_3,10,Cw,NA,NA,SN,80.5,NA,-,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,-,NA,4.1,355.1,NA,NA,mature,NA,-,NA,15.71678506,10.8,NA,NA,NA,1249925.99381542,479278.316299013,N,mature
1249920.51428929,479285.830604933,m384,y54,mk_3,10,Hw,NA,NA,LS,12,NA,N,-,0,0,0,-,-,-,S,NA,NA,1,NA,1,NA,9.3,308.2,NA,NA,mature,0,0,NA,15.71678506,323.9,NA,NA,NA,1249925.99381542,479278.316299013,N,mature
1249930.79381542,479286.630142889,m385,y41,mk_3,10,Hw,NA,NA,LS,14,NA,Y,Y,1,1,0,N,-,N,S,NA,NA,-,NA,1,NA,9.6,14.3,NA,NA,mature,2,2,NA,15.71678506,30,NA,NA,NA,1249925.99381542,479278.316299013,N,mature
1249930.35464581,479280.069341591,m386,y33,mk_3,10,Cw,NA,NA,LS,89.7,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,-,NA,1,NA,4.7,52.4,NA,NA,mature,NA,-,NA,15.71678506,68.1,NA,NA,NA,1249925.99381542,479278.316299013,N,mature
1249937.59455509,479283.725812763,m387,y48,mk_3,10,Hw,NA,NA,LS,49.5,38.6,Y,Y,2,2,1,Y,4,N,C,IB,AX,7,NA,1,NA,12.8,49.3,NA,NA,mature,5,5,37.6,15.71678506,65,NA,NA,NA,1249925.99381542,479278.316299013,N,mature
1249938.47763333,479281.943183392,m388,y15,mk_3,10,Cw,NA,NA,LS,69.5,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,1,NA,1,NA,13,58.1,NA,NA,mature,NA,-,NA,15.71678506,73.8,NA,NA,NA,1249925.99381542,479278.316299013,N,mature
1249935.73274102,479279.408694549,m389,y20,mk_3,10,Fd,NA,NA,DS,21.5,NA,-,-,NA,NA,NA,-,-,-,-,U,NA,NA,NA,-,NA,9.8,67.9,NA,NA,mature,NA,-,NA,15.71678506,83.6,NA,NA,NA,1249925.99381542,479278.316299013,N,mature
1249930.43690158,479276.023051241,m390,y106,mk_3,10,Hw,NA,NA,LS,39.6,NA,Y,Y,1,1,0,N,-,N,C,NA,NA,NA,NA,1,NA,5,101.6,NA,NA,mature,2,2,NA,15.71678506,117.3,NA,NA,NA,1249925.99381542,479278.316299013,N,mature
1249924.52283849,479276.419926983,m391,y50,mk_3,10,Hw,NA,NA,LS,31.6,NA,N,-,0,0,0,-,-,-,I,NA,NA,NA,NA,1,NA,2.4,202.1,NA,NA,mature,0,0,NA,15.71678506,217.8,NA,NA,NA,1249925.99381542,479278.316299013,N,mature
1248448.22201897,480749.585913823,m392,w106,mk_1,1,Cw,NA,NA,LS,40.2,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,2,1,2,Also has dead top,7.7,169.1,NA,NA,mature,NA,-,NA,15.72353181,184.8,NA,NA,NA,1248448.86633836,480757.258908839,N,mature
1248451.44727928,480751.621644963,m393,w109,mk_1,1,Hw,NA,NA,SN,46.7,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,-,NA,6.2,139.7,NA,NA,mature,NA,DU,NA,15.72353181,155.4,NA,NA,NA,1248448.86633836,480757.258908839,N,mature
1248451.66606615,480752.52482769,m394,w8,mk_1,1,Hw,NA,NA,LS,12.9,NA,Y,N,0,1,0,N,-,N,I,NA,NA,NA,NA,1,NA,5.5,133.7,NA,NA,mature,1,1,NA,15.72353181,149.4,NA,NA,NA,1248448.86633836,480757.258908839,N,mature
1248451.74683201,480753.801632983,m395,w12,mk_1,1,Hw,NA,NA,LS,56,NA,N,-,0,0,0,-,-,-,C,IB,AX,4,NA,2,NA,4.5,124.5,NA,NA,mature,0,0,NA,15.72353181,140.2,NA,NA,NA,1248448.86633836,480757.258908839,N,mature
1248451.7489713,480755.102423884,m396,w14,mk_1,1,Hw,NA,NA,LS,12.7,NA,N,-,0,0,0,-,-,-,I,NA,NA,-,NA,1,NA,3.6,111.1,NA,NA,mature,0,0,NA,15.72353181,126.8,NA,NA,NA,1248448.86633836,480757.258908839,N,mature
1248450.02835556,480756.478065686,m397,w13,mk_1,1,Hw,NA,NA,LS,9.2,NA,N,-,0,0,0,-,-,-,I,NA,NA,-,NA,1,NA,1.4,108.2,NA,NA,mature,0,0,NA,15.72353181,123.9,NA,NA,NA,1248448.86633836,480757.258908839,N,mature
1248450.82688071,480756.863594158,m398,w33,mk_1,1,Hw,NA,NA,LS,9.2,NA,N,-,0,0,0,-,-,-,I,NA,NA,1,NA,1,NA,2,85.7,NA,NA,mature,0,0,NA,15.72353181,101.4,NA,NA,NA,1248448.86633836,480757.258908839,N,mature
1248454.1093209,480755.022587274,m399,w15,mk_1,1,Hw,NA,NA,LS,13.3,NA,Y,N,0,1,0,N,-,N,I,NA,NA,-,NA,1,NA,5.7,97.4,NA,NA,mature,1,1,NA,15.72353181,113.1,NA,NA,NA,1248448.86633836,480757.258908839,N,mature
1248455.6676923,480756.09633212,m400,w1,mk_1,1,Hw,NA,NA,LS,11.1,NA,Y,N,0,1,0,N,-,N,I,NA,NA,1,NA,1,NA,6.9,84,NA,NA,mature,1,1,NA,15.72353181,99.7,NA,NA,NA,1248448.86633836,480757.258908839,N,mature
1248452.96957178,480755.973033432,m401,w110,mk_1,1,Hw,NA,NA,LS,9.3,NA,Y,N,0,1,0,N,-,N,I,NA,NA,NA,NA,1,NA,4.3,91.7,NA,NA,mature,1,1,NA,15.72353181,107.4,NA,NA,NA,1248448.86633836,480757.258908839,N,mature
1248451.73297064,480757.697565217,m402,w105,mk_1,1,Hw,NA,NA,LS,11.8,NA,N,-,0,0,0,-,-,-,I,NA,NA,NA,NA,2,NA,2.9,65.6,NA,NA,mature,0,0,NA,15.72353181,81.3,NA,NA,NA,1248448.86633836,480757.258908839,N,mature
1248452.89768348,480758.006074493,m403,w33,mk_1,1,Hw,NA,NA,LS,13.2,NA,N,-,0,0,0,-,-,-,I,NA,NA,NA,NA,1,NA,4.1,63.8,NA,NA,mature,0,0,NA,15.72353181,79.5,NA,NA,NA,1248448.86633836,480757.258908839,N,mature
1248455.30635086,480760.248263114,m404,w107,mk_1,1,Hw,NA,NA,LS,18.2,NA,Y,Y,1,0,0,N,-,N,I,NA,NA,NA,NA,1,NA,7.1,49.4,NA,NA,mature,1,1,NA,15.72353181,65.1,NA,NA,NA,1248448.86633836,480757.258908839,N,mature
1248452.5105934,480762.025396562,m405,w72,mk_1,1,Hw,NA,NA,LS,16.9,NA,N,-,0,0,0,-,-,-,I,NA,NA,NA,NA,1,NA,6,21.7,NA,NA,mature,0,0,NA,15.72353181,37.4,NA,NA,NA,1248448.86633836,480757.258908839,N,mature
1248451.87816195,480761.740975178,m406,w108,mk_1,1,Cw,NA,NA,SN,9.8,NA,-,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,-,NA,5.4,18.2,NA,NA,mature,NA,-,NA,15.72353181,33.9,NA,NA,NA,1248448.86633836,480757.258908839,N,mature
1248450.15923448,480759.742539172,m407,w40,mk_1,1,Hw,NA,NA,DS,33.8,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,-,NA,2.8,11.8,NA,NA,mature,NA,DU,NA,15.72353181,27.5,NA,NA,NA,1248448.86633836,480757.258908839,N,mature
1248448.76090804,480758.353844657,m408,w46,mk_1,1,Hw,NA,NA,LS,16.7,NA,N,-,0,0,0,-,-,-,I,NA,NA,NA,NA,1,NA,1.1,338.8,NA,NA,mature,0,0,NA,15.72353181,354.5,NA,NA,NA,1248448.86633836,480757.258908839,N,mature
1248447.39604196,480758.462332497,m409,w125,mk_1,1,Hw,NA,NA,SN,36.7,NA,N,-,NA,NA,NA,-,-,-,-,NA,NA,NA,NA,-,NA,1.9,293.6,NA,NA,mature,NA,DU,NA,15.72353181,309.3,NA,NA,NA,1248448.86633836,480757.258908839,N,mature
1248445.42383822,480757.890725847,m410,w34,mk_1,1,Cw,NA,NA,LL,27.1,NA,-,-,NA,NA,NA,-,-,-,C,NA,NA,5,NA,1,NA,3.5,264.7,NA,NA,mature,NA,-,NA,15.72353181,280.4,NA,NA,NA,1248448.86633836,480757.258908839,N,mature
