SITE_IDENTIFIER,CLSTR_ID,SAMPLE_SITE_NAME,VISIT_NUMBER,FIRST_MSMT,LAST_MSMT,MEAS_DT,MEAS_YR,PERIOD,NO_PLOTS,PROJ_AGE_1,PROJECTED_DATE,PROJ_AGE_ADJ,SAMP_TYP,SAMPLE_SITE_PURPOSE_TYPE_CODE,SAMPLE_ESTABLISHMENT_TYPE,DBH_LIMIT_TAG,SAMPLE_BREAK_POINT,SAMPLE_BREAK_POINT_TYPE,PSP_PLOT_DESIGN,DBH_LIMIT_COUNT,MAT_MAIN_FM,MAT_MAIN_LM,YSM_MAIN_FM,YSM_MAIN_LM,YSM_PILOT_FM,YSM_PILOT_LM
4024693,4024693-PSP1,47-013-002G,1,Y,N,1991-10-23,1991,,1,42,2022-12-31,11,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024693,4024693-PSP2,47-013-002G,2,N,Y,2001-10-03,2001,10,1,42,2022-12-31,21,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024694,4024694-PSP1,47-013-003G,1,Y,N,1994-10-20,1994,,1,120,2022-12-31,92,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024694,4024694-PSP2,47-013-003G,2,N,Y,2013-05-23,2012,18,1,120,2022-12-31,110,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024695,4024695-PSP1,47-013-004G,1,Y,N,1994-10-21,1994,,1,102,2022-12-31,74,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024695,4024695-PSP2,47-013-004G,2,N,Y,2013-05-24,2012,18,1,102,2022-12-31,92,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024705,4024705-PSP1,47-014-001G,1,Y,N,1991-10-24,1991,,1,92,2022-12-31,61,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024705,4024705-PSP2,47-014-001G,2,N,N,2001-09-21,2001,10,1,92,2022-12-31,71,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024705,4024705-PSP3,47-014-001G,3,N,Y,2022-09-15,2022,21,1,92,2022-12-31,92,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024706,4024706-PSP1,47-014-002G,1,Y,N,1991-10-24,1991,,1,17,2022-12-31,,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024706,4024706-PSP2,47-014-002G,2,N,Y,2001-09-28,2001,10,1,17,2022-12-31,,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024731,4024731-PSP1,47-017-003G,1,Y,N,1991-11-01,1991,,1,127,2022-12-31,96,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024731,4024731-PSP2,47-017-003G,2,N,N,2001-09-22,2001,10,1,127,2022-12-31,106,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024731,4024731-PSP3,47-017-003G,3,N,Y,2022-06-21,2022,21,1,127,2022-12-31,127,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024732,4024732-PSP1,47-017-004G,1,Y,N,1992-10-07,1992,,1,121,2022-12-31,91,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024732,4024732-PSP2,47-017-004G,2,N,Y,2002-10-07,2002,10,1,121,2022-12-31,101,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024733,4024733-PSP1,47-017-005G,1,Y,N,1992-10-07,1992,,1,106,2022-12-31,76,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024733,4024733-PSP2,47-017-005G,2,N,Y,2002-10-20,2002,10,1,106,2022-12-31,86,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024734,4024734-PSP1,47-017-007G,1,Y,N,1992-10-08,1992,,1,182,2022-12-31,152,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024734,4024734-PSP2,47-017-007G,2,N,N,2002-10-02,2002,10,1,182,2022-12-31,162,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024734,4024734-PSP3,47-017-007G,3,N,Y,2012-09-13,2012,10,1,182,2022-12-31,172,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024735,4024735-PSP1,47-017-008G,1,Y,N,1992-10-09,1992,,1,182,2022-12-31,152,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024735,4024735-PSP2,47-017-008G,2,N,Y,2002-10-02,2002,10,1,182,2022-12-31,162,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024736,4024736-PSP1,47-017-009G,1,Y,N,1992-10-06,1992,,1,87,2022-12-31,57,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024736,4024736-PSP2,47-017-009G,2,N,Y,2002-10-23,2002,10,1,87,2022-12-31,67,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024737,4024737-PSP1,47-017-010G,1,Y,N,1992-10-06,1992,,1,62,2022-12-31,32,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024737,4024737-PSP2,47-017-010G,2,N,Y,2002-10-24,2002,10,1,62,2022-12-31,42,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024744,4024744-PSP1,47-017-354R,1,Y,N,1998-10-19,1998,,1,92,2022-12-31,68,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024744,4024744-PSP2,47-017-354R,2,N,Y,2004-01-15,2003,5,1,92,2022-12-31,73,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024745,4024745-PSP1,47-017-355R,1,Y,N,1998-10-19,1998,,1,92,2022-12-31,68,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024745,4024745-PSP2,47-017-355R,2,N,Y,2003-11-25,2003,5,1,92,2022-12-31,73,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024746,4024746-PSP1,47-017-356R,1,Y,N,1998-10-19,1998,,1,92,2022-12-31,68,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024746,4024746-PSP2,47-017-356R,2,N,Y,2003-11-27,2003,5,1,92,2022-12-31,73,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024747,4024747-PSP1,47-017-418R,1,Y,Y,1999-10-17,1999,,1,103,2022-12-31,80,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024748,4024748-PSP1,47-017-419R,1,Y,Y,1999-10-18,1999,,1,103,2022-12-31,80,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024749,4024749-PSP1,47-017-420R,1,Y,Y,1999-10-19,1999,,1,103,2022-12-31,80,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024750,4024750-PSP1,47-017-421R,1,Y,N,1999-09-06,1999,,1,182,2022-12-31,159,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024750,4024750-PSP2,47-017-421R,2,N,Y,2004-10-05,2004,5,1,182,2022-12-31,164,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024751,4024751-PSP1,47-017-422R,1,Y,N,1999-09-07,1999,,1,182,2022-12-31,159,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024751,4024751-PSP2,47-017-422R,2,N,Y,2004-10-09,2004,5,1,182,2022-12-31,164,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024752,4024752-PSP1,47-017-423R,1,Y,N,1999-09-07,1999,,1,182,2022-12-31,159,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024752,4024752-PSP2,47-017-423R,2,N,Y,2004-10-10,2004,5,1,182,2022-12-31,164,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024753,4024753-PSP1,47-017-551R,1,Y,N,2001-09-08,2001,,1,137,2022-12-31,116,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024753,4024753-PSP2,47-017-551R,2,N,Y,2006-10-30,2006,5,1,137,2022-12-31,121,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024754,4024754-PSP1,47-017-552R,1,Y,N,2001-09-07,2001,,1,135,2022-12-31,114,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024754,4024754-PSP2,47-017-552R,2,N,N,2006-10-29,2006,5,1,135,2022-12-31,119,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024754,4024754-PSP3,47-017-552R,3,N,Y,2022-06-23,2022,16,1,135,2022-12-31,135,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024796,4024796-PSP1,47-018-003G,1,Y,N,1992-10-12,1992,,1,122,2022-12-31,92,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024796,4024796-PSP2,47-018-003G,2,N,Y,2002-10-28,2002,10,1,122,2022-12-31,102,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024797,4024797-PSP1,47-018-004G,1,Y,N,1992-10-09,1992,,1,87,2022-12-31,57,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024797,4024797-PSP2,47-018-004G,2,N,Y,2002-10-29,2002,10,1,87,2022-12-31,67,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024798,4024798-PSP1,47-018-005G,1,Y,N,1992-10-09,1992,,1,176,2022-12-31,146,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024798,4024798-PSP2,47-018-005G,2,N,Y,2002-10-29,2002,10,1,176,2022-12-31,156,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024799,4024799-PSP1,47-018-006G,1,Y,Y,1995-10-17,1995,,1,92,2022-12-31,65,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024800,4024800-PSP1,47-018-336R,1,Y,N,1997-11-15,1997,,1,162,2022-12-31,137,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024800,4024800-PSP2,47-018-336R,2,N,Y,2002-09-26,2002,5,1,162,2022-12-31,142,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024801,4024801-PSP1,47-018-454R,1,Y,Y,1999-10-25,1999,,1,132,2022-12-31,109,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024802,4024802-PSP1,47-018-455R,1,Y,Y,1999-10-25,1999,,1,132,2022-12-31,109,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024803,4024803-PSP1,47-018-456R,1,Y,Y,1999-10-26,1999,,1,132,2022-12-31,109,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024804,4024804-PSP1,47-018-469R,1,Y,Y,1999-10-23,1999,,1,142,2022-12-31,119,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024805,4024805-PSP1,47-018-470R,1,Y,Y,1999-10-24,1999,,1,142,2022-12-31,119,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024806,4024806-PSP1,47-018-471R,1,Y,Y,1999-10-24,1999,,1,142,2022-12-31,119,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024807,4024807-PSP1,47-018-521R,1,Y,Y,2001-09-28,2001,,1,164,2022-12-31,143,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024808,4024808-PSP1,47-018-522R,1,Y,Y,2001-09-28,2001,,1,164,2022-12-31,143,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024821,4024821-PSP1,47-019-004G,1,Y,N,1992-10-08,1992,,1,237,2022-12-31,207,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024821,4024821-PSP2,47-019-004G,2,N,Y,2002-10-27,2002,10,1,237,2022-12-31,217,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024828,4024828-PSP1,47-019-337R,1,Y,N,1997-11-21,1997,,1,162,2022-12-31,137,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024828,4024828-PSP2,47-019-337R,2,N,Y,2002-09-29,2002,5,1,162,2022-12-31,142,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024829,4024829-PSP1,47-019-364R,1,Y,Y,1998-10-04,1998,,1,92,2022-12-31,68,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024830,4024830-PSP1,47-019-365R,1,Y,Y,1998-09-18,1998,,1,92,2022-12-31,68,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024831,4024831-PSP1,47-019-366R,1,Y,Y,1998-10-04,1998,,1,92,2022-12-31,68,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024832,4024832-PSP1,47-019-385R,1,Y,N,1998-09-19,1998,,1,107,2022-12-31,83,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024832,4024832-PSP2,47-019-385R,2,N,Y,2003-08-27,2003,5,1,107,2022-12-31,88,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024833,4024833-PSP1,47-019-386R,1,Y,N,1998-10-06,1998,,1,107,2022-12-31,83,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024833,4024833-PSP2,47-019-386R,2,N,Y,2003-08-29,2003,5,1,107,2022-12-31,88,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024834,4024834-PSP1,47-019-387R,1,Y,N,1998-10-05,1998,,1,107,2022-12-31,83,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024834,4024834-PSP2,47-019-387R,2,N,Y,2003-08-30,2003,5,1,107,2022-12-31,88,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024835,4024835-PSP1,47-019-415R,1,Y,N,1999-10-21,1999,,1,147,2022-12-31,124,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024835,4024835-PSP2,47-019-415R,2,N,N,2004-11-02,2004,5,1,147,2022-12-31,129,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024835,4024835-PSP3,47-019-415R,3,N,Y,2022-06-27,2022,18,1,147,2022-12-31,147,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024836,4024836-PSP1,47-019-416R,1,Y,N,1999-10-22,1999,,1,147,2022-12-31,124,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024836,4024836-PSP2,47-019-416R,2,N,N,2004-11-07,2004,5,1,147,2022-12-31,129,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024836,4024836-PSP3,47-019-416R,3,N,Y,2022-07-05,2022,18,1,147,2022-12-31,147,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024837,4024837-PSP1,47-019-417R,1,Y,N,1999-10-23,1999,,1,147,2022-12-31,124,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024837,4024837-PSP2,47-019-417R,2,N,N,2004-11-05,2004,5,1,147,2022-12-31,129,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024837,4024837-PSP3,47-019-417R,3,N,Y,2022-10-18,2022,18,1,147,2022-12-31,147,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024838,4024838-PSP1,47-019-517R,1,Y,Y,2001-09-25,2001,,1,151,2022-12-31,130,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024839,4024839-PSP1,47-019-518R,1,Y,Y,2001-09-25,2001,,1,151,2022-12-31,130,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024868,4024868-PSP1,47-020-002G,1,Y,Y,1995-10-17,1995,,1,,2022-12-31,,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024869,4024869-PSP1,47-020-003G,1,Y,N,1992-10-08,1992,,1,,2022-12-31,,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024869,4024869-PSP2,47-020-003G,2,N,Y,2002-10-27,2002,10,1,,2022-12-31,,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024905,4024905-PSP1,47-021-001G,1,Y,N,1992-10-14,1992,,1,62,2022-12-31,32,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024905,4024905-PSP2,47-021-001G,2,N,Y,2002-10-18,2002,10,1,62,2022-12-31,42,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024906,4024906-PSP1,47-021-002G,1,Y,N,1992-10-14,1992,,1,167,2022-12-31,137,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024906,4024906-PSP2,47-021-002G,2,N,Y,2002-10-17,2002,10,1,167,2022-12-31,147,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024907,4024907-PSP1,47-021-003G,1,Y,Y,1997-11-17,1997,,1,,,,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024908,4024908-PSP1,47-021-004G,1,Y,Y,1997-11-17,1997,,1,42,2022-12-31,17,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024909,4024909-PSP1,47-021-005G,1,Y,Y,1997-11-16,1997,,1,41,2022-12-31,16,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024910,4024910-PSP1,47-021-006G,1,Y,Y,1997-11-18,1997,,1,,,,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024911,4024911-PSP1,47-021-338R,1,Y,N,1997-11-23,1997,,1,87,2022-12-31,62,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024911,4024911-PSP2,47-021-338R,2,N,Y,2002-09-09,2002,5,1,87,2022-12-31,67,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024912,4024912-PSP1,47-021-339R,1,Y,N,1997-12-08,1997,,1,87,2022-12-31,62,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024912,4024912-PSP2,47-021-339R,2,N,Y,2002-09-12,2002,5,1,87,2022-12-31,67,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024913,4024913-PSP1,47-021-357R,1,Y,Y,1998-10-21,1998,,1,97,2022-12-31,73,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024914,4024914-PSP1,47-021-358R,1,Y,Y,1998-10-21,1998,,1,,2022-12-31,,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024915,4024915-PSP1,47-021-409R,1,Y,Y,1998-10-26,1998,,1,,2022-12-31,,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024916,4024916-PSP1,47-021-525R,1,Y,Y,2001-10-08,2001,,1,261,2022-12-31,240,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024917,4024917-PSP1,47-021-526R,1,Y,Y,2001-10-08,2001,,1,261,2022-12-31,240,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024918,4024918-PSP1,47-021-537R,1,Y,Y,2001-10-06,2001,,1,121,2022-12-31,100,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024919,4024919-PSP1,47-021-538R,1,Y,Y,2001-10-06,2001,,1,121,2022-12-31,100,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024955,4024955-PSP1,47-022-001G,1,Y,N,1965-08-17,1965,,1,136,2022-12-31,79,F,PSP,PSP_G,9.1,9.1,D,,,N,N,N,N,N,N
4024955,4024955-PSP2,47-022-001G,2,N,N,1975-07-23,1975,10,1,136,2022-12-31,89,F,PSP,PSP_G,9.1,9.1,D,,,N,N,N,N,N,N
4024955,4024955-PSP3,47-022-001G,3,N,N,1985-06-05,1985,10,1,136,2022-12-31,99,F,PSP,PSP_G,2,7.5,D,,,N,N,N,N,N,N
4024955,4024955-PSP4,47-022-001G,4,N,Y,1995-10-22,1995,10,1,136,2022-12-31,109,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024956,4024956-PSP1,47-022-002G,1,Y,N,1965-08-17,1965,,1,136,2022-12-31,79,F,PSP,PSP_G,9.1,9.1,D,,,N,N,N,N,N,N
4024956,4024956-PSP2,47-022-002G,2,N,N,1975-07-23,1975,10,1,136,2022-12-31,89,F,PSP,PSP_G,9.1,9.1,D,,,N,N,N,N,N,N
4024956,4024956-PSP3,47-022-002G,3,N,N,1985-08-22,1985,10,1,136,2022-12-31,99,F,PSP,PSP_G,2,7.5,D,,,N,N,N,N,N,N
4024956,4024956-PSP4,47-022-002G,4,N,Y,1995-10-23,1995,10,1,136,2022-12-31,109,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024957,4024957-PSP1,47-022-003G,1,Y,N,1965-08-17,1965,,1,131,2022-12-31,74,F,PSP,PSP_G,9.1,9.1,D,,,N,N,N,N,N,N
4024957,4024957-PSP2,47-022-003G,2,N,N,1975-07-23,1975,10,1,131,2022-12-31,84,F,PSP,PSP_G,9.1,9.1,D,,,N,N,N,N,N,N
4024957,4024957-PSP3,47-022-003G,3,N,N,1985-06-06,1985,10,1,131,2022-12-31,94,F,PSP,PSP_G,2,7.5,D,,,N,N,N,N,N,N
4024957,4024957-PSP4,47-022-003G,4,N,Y,1995-10-15,1995,10,1,131,2022-12-31,104,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024958,4024958-PSP1,47-022-004G,1,Y,N,1965-08-17,1965,,1,146,2022-12-31,89,F,PSP,PSP_G,9.1,9.1,D,,,N,N,N,N,N,N
4024958,4024958-PSP2,47-022-004G,2,N,N,1975-07-23,1975,10,1,146,2022-12-31,99,F,PSP,PSP_G,9.1,9.1,D,,,N,N,N,N,N,N
4024958,4024958-PSP3,47-022-004G,3,N,N,1985-06-05,1985,10,1,146,2022-12-31,109,F,PSP,PSP_G,2,7.5,D,,,N,N,N,N,N,N
4024958,4024958-PSP4,47-022-004G,4,N,N,1995-10-21,1995,10,1,146,2022-12-31,119,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024958,4024958-PSP5,47-022-004G,5,N,Y,2019-08-09,2019,24,1,146,2022-12-31,143,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024959,4024959-PSP1,47-022-005G,1,Y,N,1977-08-23,1977,,1,130,2022-12-31,85,F,PSP,PSP_G,9.1,9.1,D,IMPERIAL,1.5,N,N,N,N,N,N
4024959,4024959-PSP2,47-022-005G,2,N,N,1986-08-27,1986,9,1,130,2022-12-31,94,F,PSP,PSP_G,2,7.5,D,,,N,N,N,N,N,N
4024959,4024959-PSP3,47-022-005G,3,N,Y,1997-10-22,1997,11,1,130,2022-12-31,105,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024960,4024960-PSP1,47-022-006G,1,Y,N,1977-08-23,1977,,1,101,2022-12-31,56,F,PSP,PSP_G,9.1,9.1,D,IMPERIAL,1.5,N,N,N,N,N,N
4024960,4024960-PSP2,47-022-006G,2,N,N,1986-08-20,1986,9,1,101,2022-12-31,65,F,PSP,PSP_G,2,7.5,D,,,N,N,N,N,N,N
4024960,4024960-PSP3,47-022-006G,3,N,Y,1997-10-20,1997,11,1,101,2022-12-31,76,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024961,4024961-PSP1,47-022-007G,1,Y,N,1992-10-10,1992,,1,211,2022-12-31,181,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024961,4024961-PSP2,47-022-007G,2,N,Y,2002-10-14,2002,10,1,211,2022-12-31,191,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024962,4024962-PSP1,47-022-008G,1,Y,N,1992-10-18,1992,,1,136,2022-12-31,106,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024962,4024962-PSP2,47-022-008G,2,N,Y,2002-10-15,2002,10,1,136,2022-12-31,116,F,PSP,PSP_G,2,4,D,,,N,N,N,N,N,N
4024963,4024963-PSP1,47-022-457R,1,Y,Y,1999-08-23,1999,,1,210,2022-12-31,187,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024964,4024964-PSP1,47-022-458R,1,Y,Y,1999-08-23,1999,,1,210,2022-12-31,187,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024965,4024965-PSP1,47-022-459R,1,Y,Y,1999-08-24,1999,,1,210,2022-12-31,187,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024966,4024966-PSP1,47-022-478R,1,Y,Y,2000-08-27,2000,,1,61,2022-12-31,39,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024967,4024967-PSP1,47-022-479R,1,Y,Y,2000-08-28,2000,,1,61,2022-12-31,39,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024968,4024968-PSP1,47-022-480R,1,Y,Y,2000-08-29,2000,,1,61,2022-12-31,39,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024969,4024969-PSP1,47-022-481R,1,Y,N,2000-09-26,2000,,1,61,2022-12-31,39,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024969,4024969-PSP2,47-022-481R,2,N,Y,2005-11-21,2005,5,1,61,2022-12-31,44,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024970,4024970-PSP1,47-022-482R,1,Y,N,2000-09-26,2000,,1,61,2022-12-31,39,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024970,4024970-PSP2,47-022-482R,2,N,N,2005-11-23,2005,5,1,61,2022-12-31,44,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024970,4024970-PSP3,47-022-482R,3,N,Y,2022-10-03,2022,17,1,61,2022-12-31,61,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024971,4024971-PSP1,47-022-483R,1,Y,N,2000-09-28,2000,,1,61,2022-12-31,39,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024971,4024971-PSP2,47-022-483R,2,N,Y,2005-11-25,2005,5,1,61,2022-12-31,44,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024972,4024972-PSP1,47-022-484R,1,Y,Y,2000-09-20,2000,,1,81,2022-12-31,59,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024973,4024973-PSP1,47-022-485R,1,Y,Y,2000-09-21,2000,,1,81,2022-12-31,59,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024974,4024974-PSP1,47-022-486R,1,Y,Y,2000-09-24,2000,,1,81,2022-12-31,59,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024975,4024975-PSP1,47-022-487R,1,Y,N,2000-09-08,2000,,1,70,2022-12-31,48,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024975,4024975-PSP2,47-022-487R,2,N,Y,2005-10-09,2005,5,1,70,2022-12-31,53,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024976,4024976-PSP1,47-022-488R,1,Y,N,2000-09-09,2000,,1,70,2022-12-31,48,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024976,4024976-PSP2,47-022-488R,2,N,Y,2005-11-09,2005,5,1,70,2022-12-31,53,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024977,4024977-PSP1,47-022-489R,1,Y,N,2000-09-13,2000,,1,70,2022-12-31,48,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024977,4024977-PSP2,47-022-489R,2,N,Y,2005-11-11,2005,5,1,70,2022-12-31,53,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024978,4024978-PSP1,47-022-519R,1,Y,Y,2001-10-20,2001,,1,141,2022-12-31,120,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024979,4024979-PSP1,47-022-520R,1,Y,Y,2001-10-20,2001,,1,141,2022-12-31,120,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
4024980,4024980-PSP1,47-022-545R,1,Y,Y,2001-10-16,2001,,1,162,2022-12-31,141,F,PSP,PSP_R,2,4,D,,,N,N,N,N,N,N
